title,index_movie
domestic disturbance,"[9468, 17721, 3790, 21589, 4677]"
"monsters, inc.","[13601, 45, 10998, 4351, 2006]"
the one,"[304, 307, 14740, 13986, 6667]"
tape,"[4219, 137, 571, 4192, 10071]"
heist,"[5050, 12381, 17329, 1119, 14036]"
shallow hal,"[2755, 15845, 5188, 1334, 13787]"
when a stranger calls,"[15765, 5111, 19493, 8979, 473]"
the wash,"[9478, 8267, 14385, 9685, 19047]"
harry potter and the philosopher's stone,"[4307, 5861, 8935, 11372, 11965]"
the fluffer,"[7991, 1305, 14748, 2145, 9985]"
novocaine,"[5482, 368, 11844, 2433, 21475]"
black knight,"[8072, 20969, 7631, 2915, 8200]"
out cold,"[9080, 584, 8331, 15533, 15096]"
spy game,"[12355, 974, 2215, 8376, 5529]"
the devil's backbone,"[17081, 19019, 10500, 15634, 15856]"
in the bedroom,"[9970, 9652, 18315, 15112, 15054]"
across 110th street,"[15314, 9393, 1993, 5075, 3649]"
le petit soldat,"[524, 63, 3627, 6458, 5954]"
jabberwocky,"[6687, 935, 1908, 4766, 2167]"
funny girl,"[4574, 2164, 4541, 9855, 2572]"
circus of horrors,"[18194, 20997, 7898, 15703, 13683]"
breathless,"[3228, 7606, 2251, 5504, 5213]"
the beastmaster,"[11246, 7752, 9005, 7611, 3606]"
midway,"[9162, 10964, 904, 11406, 8778]"
macarthur,"[2164, 5133, 7850, 7753, 3112]"
the young lions,"[11732, 1578, 5357, 12428, 8842]"
subway,"[5600, 3627, 21309, 9015, 6929]"
"now, voyager","[12272, 6307, 6327, 4627, 6360]"
little women,"[3634, 173, 5709, 12365, 1470]"
halls of montezuma,"[5264, 2090, 13051, 6770, 9162]"
anzio,"[3629, 11406, 10891, 6120, 10964]"
the cheap detective,"[3719, 1250, 10618, 1586, 3346]"
the last wave,"[12092, 19558, 10992, 15484, 11074]"
that obscure object of desire,"[7425, 8269, 5299, 4563, 19181]"
the toy,"[14168, 10372, 3598, 4530, 369]"
funeral in berlin,"[7627, 2179, 6142, 8808, 8018]"
don't go in the house,"[14529, 20281, 15882, 7087, 6739]"
dressed to kill,"[11631, 19852, 777, 10992, 19197]"
the exterminator,"[2475, 3629, 5585, 1249, 17709]"
the falls,"[11178, 15665, 12922, 3258, 18667]"
fame,"[10414, 5897, 4533, 5705, 11244]"
the aviator's wife,"[8269, 21687, 10977, 6122, 12936]"
the final countdown,"[719, 6012, 1832, 17106, 2637]"
the first deadly sin,"[2215, 5037, 1669, 3359, 3922]"
flash gordon,"[12503, 855, 12906, 15935, 642]"
the angry red planet,"[3671, 14448, 5754, 8133, 9526]"
at the earth's core,"[10171, 6580, 3659, 4892, 5726]"
the enforcer,"[2696, 9486, 3586, 2441, 1566]"
an eye for an eye,"[9279, 20057, 1402, 15789, 3570]"
the gauntlet,"[1129, 431, 3662, 9486, 10493]"
invasion u.s.a.,"[16452, 4534, 15677, 8667, 12105]"
lone wolf mcquade,"[126, 9480, 5213, 2186, 4492]"
lord of the flies,"[6158, 21584, 7466, 7, 11933]"
the people that time forgot,"[3652, 10171, 3584, 15128, 2054]"
ocean's eleven,"[5250, 15594, 21235, 14268, 21236]"
the stunt man,"[4766, 4781, 2880, 4142, 463]"
sudden impact,"[3655, 431, 9685, 2696, 3653]"
behind enemy lines,"[6026, 2589, 41, 21513, 17602]"
the affair of the necklace,"[7798, 13799, 17982, 2164, 10232]"
the independent,"[11748, 2761, 19275, 7945, 16357]"
porn star: the legend of ron jeremy,"[13490, 5775, 2429, 19174, 2691]"
texas rangers,"[20254, 10756, 6030, 12398, 5823]"
ocean's eleven,"[5250, 15594, 21235, 14268, 21236]"
baran,"[21656, 14808, 21760, 10648, 10559]"
the business of strangers,"[16644, 15014, 16689, 16787, 18844]"
the incredible shrinking man,"[1921, 21270, 3599, 1170, 12162]"
no man's land,"[11811, 15587, 3192, 10261, 5709]"
and then there were none,"[5037, 14963, 21289, 7813, 7814]"
moscow on the hudson,"[11136, 2009, 562, 8901, 15289]"
the owl and the pussycat,"[15594, 10764, 2344, 5111, 21235]"
amélie,"[7073, 13070, 10011, 6929, 3577]"
not another teen movie,"[8851, 3175, 9462, 11908, 16409]"
vanilla sky,"[8315, 20835, 11061, 10773, 3963]"
iris,"[8701, 16941, 13861, 827, 11251]"
kandahar,"[13735, 12206, 13047, 3156, 3176]"
lantana,"[8765, 1953, 7688, 7912, 18843]"
the royal tenenbaums,"[82, 8642, 7179, 1720, 2164]"
bill & ted's bogus journey,"[1726, 2570, 3376, 715, 3866]"
clockwise,"[7177, 6529, 20996, 514, 18763]"
the holcroft covenant,"[3354, 3970, 1591, 8030, 7655]"
morgan: a suitable case for treatment,"[9402, 5061, 615, 142, 8281]"
spacehunter: adventures in the forbidden zone,"[944, 131, 8732, 9325, 7417]"
white water summer,"[5532, 15884, 9743, 6363, 81]"
how high,"[2164, 10670, 13970, 11911, 610]"
jimmy neutron: boy genius,"[4351, 713, 19545, 4175, 16407]"
joe somebody,"[9062, 10528, 5437, 1752, 9280]"
kate & leopold,"[4126, 13527, 7008, 11276, 3502]"
the lord of the rings: the fellowship of the ring,"[5310, 4400, 13108, 15450, 917]"
the majestic,"[13131, 3658, 13939, 1276, 12514]"
a beautiful mind,"[14092, 1859, 19526, 1201, 5737]"
little otik,"[10808, 7333, 12898, 18906, 10059]"
the convent,"[21359, 1678, 17721, 13888, 909]"
the defiant ones,"[10990, 4192, 4219, 12328, 6277]"
dodsworth,"[8749, 4978, 20052, 11881, 17113]"
medium cool,"[269, 240, 15935, 4077, 1273]"
sahara,"[7218, 10891, 15978, 13335, 8591]"
fritz the cat,"[13495, 2164, 4219, 19600, 1014]"
the party,"[4382, 13070, 4928, 2057, 3245]"
separate tables,"[4192, 4219, 16469, 18469, 17777]"
sex and zen,"[18677, 91, 13076, 12299, 19788]"
topkapi,"[4774, 240, 19440, 9080, 686]"
witness for the prosecution,"[644, 672, 6448, 8452, 11776]"
ali,"[699, 2160, 3813, 15966, 17728]"
black hawk down,"[1687, 16061, 19626, 2847, 12355]"
charlotte gray,"[7753, 9590, 16819, 6048, 3947]"
yentl,"[142, 685, 15309, 16342, 21280]"
gosford park,"[8234, 3947, 8750, 38, 3207]"
i am sam,"[15289, 11945, 511, 3604, 13893]"
monster's ball,"[4184, 4159, 12214, 10352, 4185]"
the shipping news,"[1125, 9855, 17452, 3954, 12276]"
the big heat,"[5935, 8743, 5235, 13866, 3250]"
motorama,"[7788, 768, 6749, 2430, 3523]"
queen bee,"[19245, 11672, 4194, 237, 10365]"
murder by death,"[3637, 10618, 10667, 1250, 2196]"
the servant,"[10457, 5294, 2759, 3970, 2491]"
the waterdance,"[19082, 7736, 7209, 6896, 20055]"
come undone,"[15240, 12251, 20739, 12594, 8645]"
orange county,"[3161, 2164, 8252, 16342, 8566]"
brotherhood of the wolf,"[238, 13937, 7115, 13121, 13201]"
another 48 hrs.,"[3744, 11243, 3826, 11482, 1034]"
what time is it there?,"[8319, 7318, 8213, 9514, 5393]"
china moon,"[16002, 5450, 13627, 9280, 17721]"
maria's lovers,"[1178, 7645, 10729, 10199, 2412]"
the russia house,"[18937, 4423, 3958, 2933, 4385]"
truly madly deeply,"[6118, 9327, 7823, 749, 4070]"
wuthering heights,"[6323, 1884, 10454, 13624, 415]"
california suite,"[1540, 2164, 8750, 4070, 3799]"
the long gray line,"[2164, 12180, 3625, 4958, 2462]"
the flight of dragons,"[9116, 13881, 1480, 2319, 1789]"
dragonslayer,"[11178, 14662, 6888, 9451, 7795]"
conan the destroyer,"[17790, 15985, 1976, 15736, 12654]"
fire and ice,"[7220, 11483, 16841, 10518, 2892]"
forbidden zone,"[16850, 20877, 11643, 15649, 20815]"
the formula,"[2776, 2574, 4153, 11053, 10424]"
foxes,"[11355, 12603, 7780, 7696, 15677]"
impostor,"[8679, 16163, 11167, 21179, 12819]"
kung pow: enter the fist,"[314, 4766, 7225, 15676, 1504]"
snow dogs,"[1452, 2164, 1434, 21505, 12919]"
48 hrs.,"[3725, 12284, 3023, 2391, 12106]"
italian for beginners,"[4030, 15266, 11120, 3819, 18653]"
brainstorm,"[5541, 6580, 9580, 6631, 6730]"
dragon: the bruce lee story,"[17214, 12802, 12797, 19762, 18571]"
the enigma of kaspar hauser,"[14682, 19105, 18103, 6623, 3803]"
heart of glass,"[16778, 11985, 3275, 13106, 15489]"
little dieter needs to fly,"[18399, 9521, 14989, 13233, 9322]"
m*a*s*h,"[15380, 3797, 4016, 6120, 9058]"
mrs. soffel,"[7910, 3692, 548, 13527, 109]"
seconds,"[2660, 20350, 10469, 17721, 514]"
one-eyed jacks,"[9218, 18613, 2843, 12193, 6369]"
the count of monte cristo,"[13131, 12190, 15842, 5174, 13939]"
the mothman prophecies,"[14485, 7583, 17579, 3832, 21636]"
a walk to remember,"[8827, 14800, 1051, 4024, 5502]"
beijing bicycle,"[29, 6773, 2932, 6143, 12337]"
maelström,"[19943, 11327, 5138, 18589, 15972]"
metropolis,"[6428, 3583, 21628, 7227, 1698]"
the son's room,"[3938, 7549, 1661, 4089, 16719]"
storytelling,"[12625, 8245, 6649, 10199, 5311]"
the adventures of huck finn,"[3978, 715, 7785, 7038, 20587]"
cousins,"[15260, 3084, 2942, 2032, 1085]"
falling in love,"[7929, 10161, 5366, 6747, 9524]"
young at heart,"[20376, 12875, 19461, 4281, 15095]"
slackers,"[9185, 20815, 9864, 1739, 2826]"
birthday girl,"[14976, 615, 7418, 3603, 4983]"
a rumor of angels,"[1265, 5124, 13495, 14283, 1048]"
rare birds,"[20198, 3921, 12663, 6102, 6273]"
caged heat,"[3422, 3827, 19409, 15572, 16798]"
carmen jones,"[16565, 4219, 11244, 13792, 10713]"
the five heartbeats,"[734, 4129, 13879, 2170, 1345]"
get out your handkerchiefs,"[3775, 6650, 8070, 17654, 16927]"
going places,"[5896, 6650, 11642, 14687, 16023]"
the hunchback of notre dame,"[17873, 6939, 456, 4351, 3223]"
the magnificent one,"[818, 11748, 5351, 4943, 6676]"
big fat liar,"[140, 11024, 11180, 21075, 13427]"
collateral damage,"[1181, 1311, 20872, 8575, 1614]"
"scotland, pa.","[137, 16452, 17605, 13986, 21792]"
baby's day out,"[8250, 17496, 21741, 5796, 1009]"
bright eyes,"[16564, 5488, 5902, 9970, 11897]"
dimples,"[13174, 15272, 7698, 4766, 4974]"
heidi,"[3783, 11897, 638, 15845, 17838]"
rookie of the year,"[10594, 14560, 5054, 1542, 16278]"
the sandlot,"[5488, 21082, 4974, 8256, 11244]"
cows,"[11488, 11600, 21778, 14722, 4680]"
don't look now,"[15449, 1900, 13579, 2909, 8536]"
hart's war,"[7160, 12075, 5198, 8987, 10176]"
john q,"[3606, 17755, 1231, 332, 3185]"
return to never land,"[9594, 7038, 4554, 12706, 17873]"
super troopers,"[5427, 7231, 20877, 8402, 1320]"
the good son,"[8184, 12253, 16475, 21194, 1669]"
last orders,"[10302, 5461, 11541, 15594, 21235]"
after the fox,"[6671, 10613, 11964, 3262, 137]"
the bad and the beautiful,"[13943, 12673, 5903, 3018, 20]"
cast a giant shadow,"[4820, 768, 7932, 21276, 3200]"
designing woman,"[5559, 6404, 5296, 8472, 8573]"
funny lady,"[3732, 6206, 6634, 9080, 2861]"
the heartbreak kid,"[4974, 9652, 10608, 1030, 7862]"
saturday night and sunday morning,"[10904, 8621, 12845, 1267, 4823]"
sleuth,"[9863, 12809, 167, 6367, 15625]"
stroszek,"[18100, 7775, 7272, 20179, 15696]"
summer of '42,"[5153, 5295, 3252, 7588, 20567]"
a touch of class,"[15847, 7929, 5294, 6553, 3390]"
used cars,"[1136, 20618, 1814, 6681, 6878]"
the deadly mantis,"[6580, 9825, 1887, 3671, 14752]"
dragonfly,"[7417, 4192, 9204, 9422, 8967]"
queen of the damned,"[9755, 15985, 17587, 15548, 11768]"
how to kill your neighbor's dog,"[5124, 12393, 3515, 9953, 269]"
mean machine,"[3435, 17491, 8986, 368, 1665]"
monsoon wedding,"[16764, 271, 11748, 13306, 20140]"
the bad news bears,"[3815, 17491, 3883, 1011, 3814]"
the bad news bears go to japan,"[3815, 3813, 2430, 12355, 15884]"
the bad news bears in breaking training,"[3813, 17491, 3814, 16659, 74]"
the firemen's ball,"[10808, 12898, 10040, 3696, 20302]"
the lone ranger,"[3818, 2043, 5935, 10049, 7244]"
the lone ranger and the lost city of gold,"[3817, 2742, 9218, 10268, 13636]"
loves of a blonde,"[21573, 19054, 21360, 3745, 19686]"
vampire hunter d: bloodlust,"[17721, 1614, 21442, 1178, 6626]"
wild strawberries,"[11969, 5701, 5699, 5635, 941]"
40 days and 40 nights,"[20618, 4691, 10005, 10185, 4208]"
we were soldiers,"[7116, 14113, 10537, 14996, 408]"
trouble every day,"[7945, 10056, 14750, 13735, 11748]"
the arena,"[6042, 5431, 16628, 1411, 944]"
the big bird cage,"[3827, 19409, 5204, 15677, 18549]"
the big doll house,"[3826, 19409, 15677, 18549, 2992]"
the church,"[6710, 2909, 14165, 4542, 5478]"
cross creek,"[15808, 11312, 13209, 108, 16450]"
ferngully: the last rainforest,"[21243, 16533, 4840, 6492, 1524]"
hell of the living dead,"[17298, 15449, 2156, 5259, 17999]"
intersection,"[3756, 17590, 17108, 575, 12989]"
stagefright: aquarius,"[534, 9924, 368, 16079, 7280]"
zombie flesh eaters,"[15554, 16069, 11045, 15553, 17672]"
my favorite brunette,"[13749, 17751, 8138, 634, 5363]"
royal wedding,"[1899, 6526, 11455, 6370, 6728]"
scarlet street,"[6328, 6349, 15291, 6325, 21571]"
all about the benjamins,"[19041, 10471, 13450, 13436, 3419]"
the time machine,"[1170, 5614, 2677, 5783, 5726]"
divorcing jack,"[6936, 8998, 20871, 21251, 21596]"
the field,"[12137, 952, 940, 514, 6907]"
hidden agenda,"[935, 9113, 17721, 17471, 16572]"
the magnificent ambersons,"[199, 3372, 6461, 9348, 12276]"
fun,"[18082, 15578, 21681, 8860, 13861]"
gloria,"[15668, 9868, 7696, 304, 14036]"
the great rock 'n' roll swindle,"[2598, 12189, 19404, 15920, 12059]"
he knows you're alone,"[11737, 18880, 6769, 2027, 3922]"
heaven's gate,"[905, 9685, 20651, 13152, 3958]"
hero at large,"[7182, 10414, 10199, 2164, 121]"
honeysuckle rose,"[12276, 4492, 734, 1463, 20401]"
hopscotch,"[8018, 10764, 15418, 11844, 20713]"
humanoids from the deep,"[10170, 13614, 4233, 21191, 2112]"
the island,"[2385, 3327, 14749, 15997, 851]"
the jazz singer,"[6408, 5071, 15846, 1876, 9253]"
who's singin' over there?,"[4680, 15183, 2781, 15133, 5965]"
lion of the desert,"[18631, 9232, 6625, 21442, 1803]"
little darlings,"[2164, 1331, 19440, 13387, 8028]"
the long good friday,"[4214, 1240, 18193, 538, 5911]"
the long riders,"[9084, 166, 16452, 2664, 10668]"
mon oncle d'amérique,"[8446, 5799, 8269, 5834, 5240]"
the monster club,"[2759, 2023, 3910, 15210, 18704]"
death watch,"[7945, 4537, 2727, 14363, 11139]"
motel hell,"[2853, 15755, 16265, 13750, 1328]"
mother's day,"[3180, 11135, 48, 10157, 17394]"
the mountain men,"[6598, 4429, 1113, 13478, 54]"
the ninth configuration,"[7639, 1398, 3329, 758, 2021]"
burial ground,"[17532, 19052, 3938, 972, 15162]"
the nude bomb,"[20769, 18689, 21346, 9486, 12158]"
"oh, god!","[9199, 19865, 5363, 8511, 8009]"
oh heavenly dog,"[15541, 9509, 16921, 19164, 5689]"
"pepi, luci, bom","[7526, 17458, 6705, 16357, 4943]"
super fuzz,"[13473, 1910, 141, 20540, 19440]"
ice age,"[10194, 8116, 5865, 1198, 2749]"
resident evil,"[9059, 12853, 12198, 4840, 13388]"
showtime,"[2236, 3526, 8361, 19, 10352]"
harrison's flowers,"[11833, 7871, 9154, 8213, 15240]"
kissing jessica stein,"[10670, 2164, 7014, 15054, 314]"
y tu mamá también,"[9603, 20837, 13653, 4396, 20978]"
all the right moves,"[2738, 11020, 15108, 17536, 4129]"
barabbas,"[6158, 4148, 3085, 11353, 15224]"
the ghost breakers,"[877, 8448, 5911, 7787, 17108]"
the paleface,"[3883, 5492, 11567, 6396, 6367]"
road to morocco,"[19440, 10764, 14045, 401, 5751]"
road to singapore,"[3883, 6307, 674, 672, 15291]"
road to utopia,"[3883, 8778, 16692, 12209, 4419]"
road to zanzibar,"[3883, 3884, 4419, 6638, 18885]"
split second,"[20169, 1240, 8231, 13696, 20872]"
a tale of springtime,"[5954, 10328, 13142, 10337, 10111]"
taps,"[16475, 5614, 15574, 5415, 1340]"
seems like old times,"[9461, 13993, 1226, 15620, 20877]"
the young master,"[7475, 7766, 13075, 19807, 16498]"
shogun assassin,"[6769, 6152, 16056, 4356, 19108]"
simon,"[17029, 1768, 1595, 19804, 6580]"
smokey and the bandit ii,"[3895, 3360, 18658, 3977, 21072]"
smokey and the bandit,"[3894, 10514, 3360, 20877, 7612]"
spetters,"[18601, 856, 9832, 18196, 11614]"
stir crazy,"[4083, 703, 2444, 11683, 11140]"
sällskapsresan - eller finns det svenskt kaffe på grisfesten?,"[16319, 16357, 6478, 12675, 11748]"
teheran '43,"[14746, 10542, 10331, 2299, 3027]"
tender cousins,"[18181, 15240, 19067, 9760, 7945]"
blade ii,"[10808, 1039, 6253, 1614, 21599]"
stolen summer,"[13305, 6659, 10715, 14778, 15798]"
george washington,"[2656, 3199, 3521, 7958, 8207]"
homicidal,"[2021, 3906, 3217, 3905, 2829]"
mr. sardonicus,"[3540, 2021, 3217, 3906, 15233]"
strait-jacket,"[3540, 3217, 2074, 10049, 10474]"
death to smoochy,"[3931, 9755, 12329, 5047, 10087]"
panic room,"[9723, 4952, 15595, 8117, 2516]"
the rookie,"[17310, 15892, 20814, 19945, 13288]"
no such thing,"[18982, 3414, 21527, 21334, 3861]"
the piano teacher,"[9579, 4907, 5954, 12407, 13012]"
time out,"[12264, 12574, 13215, 8746, 19165]"
boxcar bertha,"[5060, 14433, 17491, 3964, 7249]"
crimes of passion,"[19655, 2699, 4219, 16056, 4687]"
the evil that men do,"[10552, 5037, 5496, 4566, 2152]"
fraternity vacation,"[4481, 15300, 6935, 2747, 6968]"
impromptu,"[3994, 5071, 15665, 3289, 285]"
the wrong guys,"[14089, 18418, 885, 20651, 4082]"
high crimes,"[4677, 12819, 3947, 8340, 3617]"
national lampoon’s van wilder,"[15196, 11759, 20402, 18947, 15651]"
crush,"[13948, 2228, 21386, 20089, 3770]"
"after dark, my sweet","[5660, 1876, 10172, 9537, 16452]"
the atomic cafe,"[10088, 7850, 12935, 21190, 6508]"
body and soul,"[12180, 3700, 4637, 5827, 3192]"
first men in the moon,"[16165, 10246, 18170, 19284, 16003]"
rashomon,"[16420, 7007, 7212, 7009, 9049]"
slap shot,"[9308, 4852, 15182, 3110, 9677]"
changing lanes,"[15481, 128, 4677, 2748, 3606]"
frailty,"[10021, 7783, 9074, 11522, 14433]"
the sweetest thing,"[269, 1811, 15395, 11444, 240]"
the cat's meow,"[3410, 1574, 180, 4184, 9089]"
human nature,"[7693, 2221, 9348, 10172, 12074]"
my big fat greek wedding,"[19436, 13495, 12214, 9368, 2164]"
3:10 to yuma,"[10826, 11877, 3629, 14883, 2269]"
bite the bullet,"[5187, 11353, 6486, 6120, 6158]"
breakout,"[6576, 15677, 5111, 15124, 7793]"
joe versus the volcano,"[10352, 5806, 9019, 2540, 1747]"
"rome, open city","[11748, 17298, 17532, 11139, 21537]"
return of the killer tomatoes!,"[6749, 7644, 10193, 10424, 2680]"
taking care of business,"[4152, 6712, 20350, 10469, 3302]"
three men and a baby,"[3942, 2164, 17496, 17084, 7206]"
three men and a little lady,"[3941, 11451, 21174, 6817, 14136]"
the watcher in the woods,"[6580, 6936, 1635, 1773, 8216]"
murder by numbers,"[5037, 5191, 1053, 432, 1231]"
the scorpion king,"[7655, 4820, 21238, 2923, 15124]"
behind the sun,"[20056, 20021, 14750, 16719, 183]"
enigma,"[17034, 9898, 20547, 21243, 685]"
joshua,"[8983, 14766, 7265, 17947, 4950]"
nine queens,"[7977, 5297, 837, 19576, 8715]"
life or something like it,"[7250, 8043, 5185, 2164, 5511]"
dogtown and z-boys,"[19980, 17308, 13521, 10088, 16680]"
salton sea,"[1247, 12281, 7688, 4219, 11870]"
vulgar,"[140, 13372, 176, 12076, 18558]"
the aviator,"[3715, 944, 10764, 6274, 4962]"
bob le flambeur,"[811, 17821, 6914, 5562, 5117]"
cadillac man,"[6725, 11481, 15200, 20097, 2173]"
the coca-cola kid,"[16608, 2924, 15446, 7168, 5118]"
cuba,"[15846, 2185, 2152, 685, 2939]"
delirious,"[8291, 2008, 7172, 18937, 10469]"
husbands and wives,"[1206, 16374, 3081, 7594, 886]"
lenny,"[12210, 15546, 642, 9256, 9478]"
nomads,"[17284, 316, 5731, 18224, 2776]"
the temp,"[17721, 2052, 3606, 9468, 6102]"
thief of hearts,"[3913, 2970, 2111, 8643, 1848]"
triumph of the spirit,"[904, 3629, 2793, 15182, 11406]"
deuces wild,"[17979, 18493, 6634, 8278, 2514]"
hollywood ending,"[7525, 886, 2803, 1637, 3421]"
spider-man,"[5996, 14554, 8826, 10812, 11424]"
warm water under a red bridge,"[14057, 8965, 11476, 15995, 7364]"
the big sleep,"[634, 1577, 9486, 3073, 4492]"
butterflies are free,"[13230, 11651, 768, 2793, 21658]"
cactus flower,"[2579, 3390, 3276, 199, 19073]"
the cassandra crossing,"[6179, 12903, 6444, 6489, 4229]"
iron will,"[17747, 17943, 7054, 12379, 16653]"
mountains of the moon,"[2165, 8340, 6891, 15574, 16180]"
rambling rose,"[957, 4977, 12141, 5568, 2955]"
the survivors,"[8743, 1056, 9694, 14935, 1678]"
white fang,"[3763, 944, 2498, 3979, 1472]"
white fang 2: myth of the white wolf,"[11678, 19826, 12328, 13264, 455]"
the new guy,"[1077, 5727, 8043, 10301, 20551]"
unfaithful,"[21571, 1262, 17976, 2281, 3287]"
whore,"[11567, 10869, 2092, 14562, 1637]"
my beautiful laundrette,"[5461, 12932, 742, 8102, 13399]"
ballad of a soldier,"[16261, 6618, 13792, 3988, 4680]"
big bad mama,"[12565, 9652, 3826, 2847, 14760]"
beyond the darkness,"[8144, 5031, 8294, 16243, 2560]"
calamity jane,"[20569, 3782, 6384, 18818, 15160]"
the cranes are flying,"[17137, 6618, 4680, 11536, 21464]"
the harvey girls,"[5874, 11191, 4724, 15945, 6134]"
the lady in red,"[2475, 11877, 8778, 3629, 8291]"
about a boy,"[879, 3221, 7293, 18724, 8726]"
star wars: episode ii - attack of the clones,"[7541, 9635, 1898, 21498, 10583]"
the believer,"[9953, 3365, 6830, 6468, 5054]"
the importance of being earnest,"[19440, 9524, 1721, 11001, 7330]"
the charge of the light brigade,"[935, 9665, 850, 10424, 8299]"
every which way but loose,"[3485, 13557, 20877, 2816, 2579]"
the hound of the baskervilles,"[12530, 14558, 5578, 4131, 11636]"
i want to live!,"[4872, 2614, 12973, 7266, 11084]"
the last waltz,"[7816, 4042, 2937, 21407, 478]"
enough,"[2568, 2164, 1420, 17361, 10170]"
insomnia,"[14175, 19777, 7975, 4139, 15139]"
spirit: stallion of the cimarron,"[17327, 11632, 19303, 1689, 18114]"
cq,"[9193, 4239, 4414, 10199, 2958]"
thirteen conversations about one thing,"[5379, 20350, 10227, 21751, 7446]"
bus stop,"[7698, 13787, 4129, 163, 15845]"
cowboy,"[14678, 7502, 12366, 5070, 10036]"
don't bother to knock,"[6576, 887, 17465, 10992, 8184]"
the gambler,"[7813, 7814, 3606, 4969, 15677]"
let's make love,"[15845, 4974, 4448, 321, 3611]"
monkey business,"[11525, 15109, 3219, 7106, 6379]"
requiem for a heavyweight,"[2526, 7223, 2349, 1223, 3954]"
river of no return,"[15109, 1854, 15574, 7349, 7579]"
the sum of all fears,"[4969, 2577, 4219, 909, 3702]"
undercover brother,"[12278, 667, 7010, 15074, 4574]"
84 charing cross road,"[10669, 12126, 21280, 13973, 2390]"
the desert rats,"[8367, 4129, 14883, 3198, 9058]"
season's beatings,"[12913, 13014, 5240, 59, 7650]"
nora,"[11943, 19964, 12008, 13580, 7699]"
rapid fire,"[20540, 5415, 19344, 10552, 2542]"
silent running,"[6236, 6474, 14943, 9557, 1298]"
the villain,"[374, 8998, 18140, 2090, 11482]"
zombie holocaust,"[3834, 4713, 15941, 6710, 7388]"
bad company,"[13927, 2761, 21243, 1923, 686]"
divine secrets of the ya-ya sisterhood,"[566, 12147, 8810, 9422, 9041]"
cherish,"[113, 10770, 2164, 8777, 11811]"
atanarjuat: the fast runner,"[19662, 19289, 1985, 11444, 20113]"
the bourne identity,"[17491, 368, 1119, 7490, 301]"
scooby-doo,"[5466, 14044, 20877, 13783, 7943]"
windtalkers,"[21494, 2305, 6467, 8617, 1341]"
the dangerous lives of altar boys,"[15828, 7522, 2863, 1044, 13131]"
the emperor's new clothes,"[3433, 21459, 2164, 11490, 9729]"
gangster no. 1,"[15385, 15400, 476, 14254, 17414]"
dark blue world,"[2472, 2571, 442, 21722, 12253]"
bad company,"[13927, 2761, 21243, 1923, 686]"
caveman,"[934, 3161, 9526, 20815, 19440]"
5 card stud,"[10552, 2052, 4492, 16805, 17721]"
for a lost soldier,"[20233, 5747, 17934, 3984, 7049]"
goin' south,"[3161, 3208, 3314, 5244, 17735]"
hero and the terror,"[3612, 19418, 9140, 21188, 14147]"
silver bullet,"[13767, 10578, 1487, 10571, 20617]"
"sorry, wrong number","[7874, 4219, 5105, 2660, 15677]"
hombre,"[8367, 5442, 12671, 7579, 15574]"
the horse's mouth,"[20710, 13259, 6062, 10414, 15104]"
the manhattan project,"[12503, 685, 14845, 2217, 13732]"
men at work,"[368, 2191, 4722, 10424, 10199]"
s.o.b.,"[9068, 11084, 18918, 16048, 16671]"
she wore a yellow ribbon,"[6371, 10934, 9282, 5244, 8743]"
lilo & stitch,"[16368, 21078, 17873, 2646, 17243]"
minority report,"[16866, 10065, 1358, 78, 11070]"
rabbit-proof fence,"[11147, 12950, 14848, 19268, 6048]"
sunshine state,"[2027, 17045, 5660, 4165, 19569]"
hey arnold! the movie,"[4406, 19206, 6246, 8363, 10518]"
mr. deeds,"[15935, 269, 4628, 4650, 398]"
lovely & amazing,"[19440, 1811, 20877, 20815, 17076]"
pumpkin,"[1843, 17446, 3177, 5395, 14696]"
lost in yonkers,"[81, 1017, 6158, 307, 8760]"
mo' money,"[603, 21589, 15713, 2444, 11643]"
the object of beauty,"[5441, 14760, 6158, 20086, 17833]"
like mike,"[16910, 12749, 2164, 1877, 18159]"
men in black ii,"[1113, 1332, 12653, 10471, 4845]"
the powerpuff girls movie,"[4272, 17680, 10792, 20296, 6916]"
me without you,"[19877, 15665, 8352, 20589, 19840]"
the crocodile hunter: collision course,"[1424, 4706, 7732, 15124, 5221]"
reign of fire,"[13131, 6129, 20715, 15506, 12052]"
road to perdition,"[9056, 14935, 21589, 887, 13963]"
all about lily chou-chou,"[21317, 18327, 19674, 19635, 18269]"
my wife is an actress,"[8464, 4325, 7318, 11115, 19534]"
20 million miles to earth,"[1929, 5783, 10934, 5378, 15262]"
grand theft auto,"[19526, 2588, 2184, 1493, 2925]"
the importance of being earnest,"[19440, 9524, 1721, 11001, 7330]"
1776,"[2444, 16868, 892, 21190, 13767]"
fox and his friends,"[4816, 9274, 20069, 12865, 12817]"
the legend of boggy creek,"[12139, 16964, 840, 16907, 8048]"
z,"[4640, 13201, 3627, 6653, 10011]"
sex and lucia,"[1282, 469, 4398, 19758, 3519]"
eight legged freaks,"[7570, 13131, 4706, 2933, 13784]"
k-19: the widowmaker,"[398, 6468, 269, 3700, 19146]"
stuart little 2,"[2317, 18114, 17235, 1689, 7471]"
austin powers in goldmember,"[15865, 2521, 1944, 10183, 20918]"
the kid stays in the picture,"[9543, 21243, 19404, 16433, 15920]"
tadpole,"[2573, 2176, 175, 646, 4628]"
